Table,Column_Name,Column_Description
output_audit_trail,file_path,Location where the file was saved
output_audit_trail,last_maintained_by,User who last changed the record
output_audit_trail,output_audit_trail_uid,Unique identifier of the table
output_audit_trail,output_type,"Whether document it is been Printed, Emailed or Faxed"
output_audit_trail,printer_name,Printer name
p21_database_changes,change,This denotes is an object was added or removed.
p21_database_changes,object_name,This is the object name that was changed.
p21_database_changes,object_type,"This denotes the type of object that changed. Table, proc, view or column."
p21_database_changes,table_name,This is the table for the column that was changed. Will only be populated for column adds and removals.
p21_database_changes,version,This is the update version that was applied WHEN the object changed.
p21_docstar_archive,active_flag,Status of the Document ( Active / Disabled)
p21_docstar_archive,created_by,User who created the record
p21_docstar_archive,date_created,Date and time the record was originally created
p21_docstar_archive,date_last_modified,Date and time the record was modified
p21_docstar_archive,document_id,Document Id/name
p21_docstar_archive,input_xml,Input xml of Document
p21_docstar_archive,key1_cd,Key 1 in Custom Fields
p21_docstar_archive,key1_value_field,Value 1 in Custom Fields
p21_docstar_archive,key2_cd,Key 2 in Custom Fields
p21_docstar_archive,key2_value_field,Value 2 in Custom Fields
p21_docstar_archive,key3_cd,Key 3 in Custom Fields
p21_docstar_archive,key3_value_field,Value 3 in Custom Fields
p21_docstar_archive,last_maintained_by,User who last changed the record
p21_docstar_archive,last_run_status,Displays the State of the Document in Archival Process
p21_docstar_archive,p21_docstar_archive_uid,Holds Primary key
p21_docstar_archive,retry_attempts,No of retries
p21_docstar_archive,running_flag,Whether the Doc has been picked up by ECM integration and is  processing
p21_docstar_inbound_log,created_by,User who created the record
p21_docstar_inbound_log,date_created,Date and time the record was originally created
p21_docstar_inbound_log,date_last_modified,Date and time the record was modified
p21_docstar_inbound_log,docstar_connection_status,docStar connection status
p21_docstar_inbound_log,json,json of docstar call 
p21_docstar_inbound_log,last_maintained_by,User who last changed the record
p21_docstar_inbound_log,p21_docstar_inbound_log_uid,unique key
p21_docstar_inbound_log,processing_path_status,status of processing path
p21_docstar_inbound_log,return_message,return message from rules
p21_docstar_inbound_log,return_value,return value from rules
p21_docstar_inbound_log,stack_trace,stack trace if something fails
p21_docstar_inbound_log,user_id,user id of the DocStar
p21_docstar_outbound_log,created_by,User who created the record
p21_docstar_outbound_log,custom_field_creation_status,all the custom fields for document 
p21_docstar_outbound_log,date_created,Date and time the record was originally created
p21_docstar_outbound_log,date_last_modified,Date and time the record was modified
p21_docstar_outbound_log,docstar_connection_status,docStar connection status
p21_docstar_outbound_log,input_customfields_xml,xml which contains all the custom fields which can be used for indexing  for that document .
p21_docstar_outbound_log,input_xml,"xml which has information needed to docStar connection like username ,password , url  and document  information like document area code ,document area name. these information can be used to know what are the inputs given for that transaction."
p21_docstar_outbound_log,json,json of docstar call 
p21_docstar_outbound_log,last_maintained_by,User who last changed the record
p21_docstar_outbound_log,p21_docstar_outbound_log_uid,unique key
p21_docstar_outbound_log,processing_path_status,status of processing path
p21_docstar_outbound_log,processing_retrigger_flag,Indicates whether the row is currently being processed by the Docstar Retrigger job. This is to avoid Retriggering it multiple times.
p21_docstar_outbound_log,return_message,return message from rules
p21_docstar_outbound_log,return_value,return value from rules
p21_docstar_outbound_log,rule_name,name of the rule
p21_docstar_outbound_log,stack_trace,stack trace if something fails
p21_docstar_outbound_log,transaction_type,transaction type
p21_docstar_outbound_log,transaction_value,transaction value
p21_docstar_outbound_log,user_id,user id of the DocStar
p21_eda_incremental_bookings,commission_cost_change,commision cost change
p21_eda_incremental_bookings,created_by,User who created the record
p21_eda_incremental_bookings,date_created,Date and time the record was originally created
p21_eda_incremental_bookings,date_last_modified,Date and time the record was modified
p21_eda_incremental_bookings,detail_type,detail
p21_eda_incremental_bookings,last_maintained_by,User who last changed the record
p21_eda_incremental_bookings,line_no,order line number
p21_eda_incremental_bookings,modification_date,date that was modified
p21_eda_incremental_bookings,modified_flag,modified flag
p21_eda_incremental_bookings,oe_hdr_uid,order uid
p21_eda_incremental_bookings,oe_line_uid,order line uid
p21_eda_incremental_bookings,order_date,order date
p21_eda_incremental_bookings,order_no,order number
p21_eda_incremental_bookings,other_cost_change,other cost change
p21_eda_incremental_bookings,p21_aba_bookings_uid,UID
p21_eda_incremental_bookings,pricing_unit_size_change,unit size
p21_eda_incremental_bookings,qty_canceled_change,qty cancel change
p21_eda_incremental_bookings,qty_ordered_change,qty order change
p21_eda_incremental_bookings,sales_cost_change,sales cost change
p21_eda_incremental_bookings,unit_price_change,unit price chanfe
p21_eda_incremental_bookings,value_change,value change
p21_ext_integration_info,configuration_id,Configuration ID of the customer corresponding to this record
p21_ext_integration_info,created_by,User who created the record
p21_ext_integration_info,date_created,Date and time the record was originally created
p21_ext_integration_info,date_last_modified,Date and time the record was modified
p21_ext_integration_info,end_point,The webservice end point corresponding to this record
p21_ext_integration_info,integration_type_cd,Indicates the specific integration this record is associated with.
p21_ext_integration_info,last_maintained_by,User who last changed the record
p21_ext_integration_info,max_num_changes,Maximum no. of changes to send in a web service payload
p21_ext_integration_info,multithreaded_flag,Indicates if this webservice call is multi-threaded
p21_ext_integration_info,outgoing_payload_class,P21 class that returns the payload that needs to be sent using this webservice
p21_ext_integration_info,outgoing_payload_view,P21 view that returns the payload that needs to be sent using this webservice
p21_ext_integration_info,p21_ext_integration_info_uid,Unique identifier for this table
p21_ext_integration_info,repeat_time_interval,Time interval between calls in seconds
p21_ext_integration_info,transaction_type_cd,Code value indicating the transaction type as defined in code_p21.
p21_ext_integration_log,created_by,User who created the record
p21_ext_integration_log,date_created,Date and time the record was originally created
p21_ext_integration_log,date_last_modified,Date and time the record was modified
p21_ext_integration_log,extended_audit_info,Contains additional audit trail information for troubleshooting purposes.
p21_ext_integration_log,integration_type_cd,Indicates the specific integration this log record is associated with.
p21_ext_integration_log,last_maintained_by,User who last changed the record
p21_ext_integration_log,manual_resolve_flag,defines if the status of the record was or not resolved manually
p21_ext_integration_log,outgoing_payload,Outgoing payload for his webservice call
p21_ext_integration_log,p21_ext_integration_log_uid,Unique identifier for this table
p21_ext_integration_log,p21_ext_integration_queue_uid,UID to link p21_ext_integration_queue
p21_ext_integration_log,p21_integration_x_scheduled_job_uid,Unique identifier for the p21_integration_x_scheduled_job
p21_ext_integration_log,result_cd,Result code returned from the webservice call
p21_ext_integration_log,result_message,Result message returned from the webservice call
p21_ext_integration_log,row_status_flag,Indicates current status of this record
p21_ext_integration_log,trans_type_cd,Type of transaction to be processed
p21_ext_integration_log,trn_key1_name,Key 1 name for this transaction record
p21_ext_integration_log,trn_key1_value,Key 1 value for this transaction record
p21_ext_integration_log,trn_key2_name,Key 2 name for this transaction record
p21_ext_integration_log,trn_key2_value,Key 2 value for this transaction record
p21_ext_integration_log,trn_key3_name,Key 3 name for this transaction record
p21_ext_integration_log,trn_key3_value,Key 3 value for this transaction record
p21_ext_integration_queue,action_type,P21 action for this transaction
p21_ext_integration_queue,created_by,User who created the record
p21_ext_integration_queue,date_created,Date and time the record was originally created
p21_ext_integration_queue,date_last_modified,Date and time the record was modified
p21_ext_integration_queue,group_split_no,Number to be used for splitting queued records into groups for processing.
p21_ext_integration_queue,integration_trans_type,Integration transaction type
p21_ext_integration_queue,integration_type_cd,Indicates the specific integration this queue record is associated with.
p21_ext_integration_queue,last_maintained_by,User who last changed the record
p21_ext_integration_queue,manual_queue_flag,Indicates record created via P21 manual download queue window.
p21_ext_integration_queue,manual_resolve_flag,defines if the queue record was or not resolved manually
p21_ext_integration_queue,p21_ext_integration_queue_uid,Unique identifier for this table
p21_ext_integration_queue,p21_integration_x_scheduled_job_uid,Unique identifier for the p21_integration_x_scheduled_job
p21_ext_integration_queue,row_status_flag,Indicates current status of this record
p21_ext_integration_queue,session_guid,Internal identifier for processing session.
p21_ext_integration_queue,trans_type_cd,Type of transaction to be processed.
p21_ext_integration_queue,trn_key1_name,Key 1 name for this transaction record
p21_ext_integration_queue,trn_key1_value,Key 1 value for this transaction record
p21_ext_integration_queue,trn_key2_name,Key 2 name for this transaction record
p21_ext_integration_queue,trn_key2_value,Key 2 value for this transaction record
p21_ext_integration_queue,trn_key3_name,Key 3 name for this transaction record
p21_ext_integration_queue,trn_key3_value,Key 3 value for this transaction record
p21_fulltext_catalog,catalog_name,Name of the Fulltext Catalog.
p21_fulltext_catalog,p21_fulltext_catalog_uid,Unique identifier for p21_fulltext_catalog
p21_fulltext_index_column,column_name,Column name.
p21_fulltext_index_column,p21_fulltext_index_table_uid,The table that this column belongs too.
p21_fulltext_index_table,p21_fulltext_catalog_uid,The Fulltext Catalog that this table belongs to.
p21_fulltext_index_table,p21_fulltext_index_table_uid,Unique identifier for p21_fulltext_index_table
p21_fulltext_index_table,primary_key,Each Fulltext Index needs a primary key. This holds the primary key that the index will use for this table.
p21_fulltext_index_table,table_name,Name of the table that will have a Fulltext Index
p21_idp_user_sync,created_by,User who created the record
p21_idp_user_sync,date_created,Date and time the record was originally created
p21_idp_user_sync,date_created_in_idp,Date when user was created in IdP
p21_idp_user_sync,date_last_modified,Date and time the record was modified
p21_idp_user_sync,date_modified_in_idp,Date when user was last modified in IdP
p21_idp_user_sync,email_address,Email address of the user
p21_idp_user_sync,id,Unique user id of the P21 user
p21_idp_user_sync,last_maintained_by,User who last changed the record
p21_idp_user_sync,name,User name
p21_idp_user_sync,p21_idp_user_sync_uid,Unique identifier of p21_idp_user_sync table
p21_integration,api_key,The API Key credentials for the integrated service.
p21_integration,created_by,User who created the record
p21_integration,date_created,Date and time the record was originally created
p21_integration,date_last_modified,Date and time the record was modified
p21_integration,enable_by_system_setting,Set for system setting enabled P21 Integrations. Will be used to determine if this integration is enabled by a regular system setting instead of a key.
p21_integration,enable_resend,Allow errors to be resent
p21_integration,end_point,Generic end point for communication with this integration
p21_integration,integration_cd,A unique code for us to identify this Integration within P21. 
p21_integration,integration_dw,The unique DW that will be displayed for this specific Integration in the P21 Integration Center.
p21_integration,key_enable_system_setting,Set for key enabled P21 Integrations.  Will be used to determine if this integration is enabled.
p21_integration,last_maintained_by,User who last changed the record
p21_integration,name,Name of this integration
p21_integration,p21_integration_uid,Uid for this table
p21_integration,password,Password for communication with this integration
p21_integration,purge_days,Days to keep p21 integration log records.
p21_integration,row_status_flag,Status of this record
p21_integration,secret_key,The Secret Key credentials for the integrated service
p21_integration,select_item_flag,Determines if this Integration allows specific Items to be selectable.
p21_integration,select_location_flag,Determines if this Integration allows specific Locations to be selectable.
p21_integration,user_name,Username for communication with this integration
p21_integration_x_company,api_key,The API Key credentials for the integrated service.
p21_integration_x_company,company_id,Company this information applies to.
p21_integration_x_company,created_by,User who created the record
p21_integration_x_company,date_created,Date and time the record was originally created
p21_integration_x_company,date_last_modified,Date and time the record was modified
p21_integration_x_company,end_point,The end point for this Integration 
p21_integration_x_company,initial_data_sync_status_cd,column to track the status of the initial data sync of P21 integrations
p21_integration_x_company,integration_company_id,company identifer for integrations
p21_integration_x_company,last_maintained_by,User who last changed the record
p21_integration_x_company,p21_integration_uid,Unique identifier for the integration
p21_integration_x_company,secret_key,The Secret Key credentials for the integrated service
p21_integration_x_scheduled_job,created_by,User who created the record
p21_integration_x_scheduled_job,date_created,Date and time the record was originally created
p21_integration_x_scheduled_job,date_last_modified,Date and time the record was modified
p21_integration_x_scheduled_job,end_point,Additional part of the URL for the scheduled job. Added to the end_point defined in p21_integration.
p21_integration_x_scheduled_job,last_maintained_by,User who last changed the record
p21_integration_x_scheduled_job,p21_integration_uid,Uid for p21_integration
p21_integration_x_scheduled_job,p21_integration_x_scheduled_job_uid,Uid for this table
p21_integration_x_scheduled_job,purge_days,"Days to keep p21 integration log records. If not set, use purge_days on p21_integration table."
p21_integration_x_scheduled_job,scheduled_job_uid,Uid for scheduled job.
p21_mapper_translation_table,created_by,User who created the record
p21_mapper_translation_table,date_created,Date and time the record was originally created
p21_mapper_translation_table,date_last_modified,Date and time the record was modified
p21_mapper_translation_table,last_maintained_by,User who last changed the record
p21_mapper_translation_table,mapper_trans_key,Key for value
p21_mapper_translation_table,mapper_trans_value,Value assigned to key
p21_mapper_translation_table,table_name,Namespace for key-value pair
p21_mapper_translation_table,translation_table_uid,Row UID Identity column
p21_price_engine_hierarchy,clr_class_name,The Class name that is used for this pricing method in the CLR assembly.
p21_price_engine_hierarchy,hierarchy_order,The sequence number of the pricing method.
p21_price_engine_hierarchy,name,Name of the pricing method.
p21_price_engine_hierarchy,p21_price_engine_hierarchy_uid,Unique identifier for this record.
p21_price_engine_run,base_price_library_uid,The customers strategic price library.
p21_price_engine_run,company_id,Company that this customer belongs to.
p21_price_engine_run,courtesy_contract_ship_to_id,Courtesy contract ship to that could be used for finding vendor contracts
p21_price_engine_run,customer_id,The identifier that identifies this customer.
p21_price_engine_run,home_currency_id,Companys home currency identifier.
p21_price_engine_run,oe_source_location_id,The location that the item will be shipped from.
p21_price_engine_run,p21_price_engine_run_uid,Unique identifier for this record.
p21_price_engine_run,run_number,The price engine run number that this record is tied to.
p21_price_engine_run,sales_location_id,The location that the customer is buying from.
p21_price_engine_run,selected_price_library_uid,The strategic price library that was selected in order entry to override the base strategic price library.
p21_price_engine_run,ship_to_id,The identifier that identifies this ship to.
p21_price_engine_run,source_location_id,The location that the item will be shipped from.
p21_price_engine_run,use_lowest_of_across_libraries,Custom feature that allows a customer to to use the lowest of price page across all libraries.
p21_price_engine_run_audit_deleted_contracts,cost_page_uid,Unique identifier of the cost page.
p21_price_engine_run_audit_deleted_contracts,delete_reason,The reason the contract was not selected.
p21_price_engine_run_audit_deleted_contracts,job_price_line_uid,Unique identifier of the contract line.
p21_price_engine_run_audit_deleted_contracts,p21_price_engine_run_audit_deleted_price_pages_uid,Unique identifier for this record.
p21_price_engine_run_audit_deleted_contracts,price_page_uid,Unique identifier of the price page.
p21_price_engine_run_audit_deleted_contracts,run_number,The run number that this contract is from.
p21_price_engine_run_audit_deleted_price_pages,delete_reason,The reason this price page was not used.
p21_price_engine_run_audit_deleted_price_pages,library_sequence_number,The sequence of the library on the customer reocrd.
p21_price_engine_run_audit_deleted_price_pages,p21_price_engine_run_audit_deleted_price_pages_uid,Unique identifier for this record.
p21_price_engine_run_audit_deleted_price_pages,p21_price_engine_run_job_price_line_uid,The contract that this price page was from if it was an On Contract page.
p21_price_engine_run_audit_deleted_price_pages,price_book_sequence_number,The sequence of the book on the library record.
p21_price_engine_run_audit_deleted_price_pages,price_book_uid,Unique identifier of the price book.
p21_price_engine_run_audit_deleted_price_pages,price_library_uid,Unique identifier of the price library.
p21_price_engine_run_audit_deleted_price_pages,price_page_uid,Unique identifier of the price page.
p21_price_engine_run_audit_deleted_price_pages,run_number,Price engine run number that this record is for.
p21_price_engine_run_audit_step,p21_price_engine_run_audit_step_uid,The step that this data is for.
p21_price_engine_run_audit_step,query_flag,Does this record have additional data related to it.
p21_price_engine_run_audit_step,run_number,The run number that this step is from.
p21_price_engine_run_audit_step,step_description,Description of this step
p21_price_engine_run_audit_step,step_number,The step number for this given run.
p21_price_engine_run_audit_step_data,column_data,A delimited list of data.
p21_price_engine_run_audit_step_data,column_header_flag,Is the data in this record a list of column names.
p21_price_engine_run_audit_step_data,p21_price_engine_run_audit_step_data_uid,The step that this data is for.
p21_price_engine_run_audit_step_data,p21_price_engine_run_audit_step_uid,The step that this data is for.
p21_price_engine_run_carrier_contract_line,apply_pricing_flag,Determines if the pricing on this Carrier contract should apply.
p21_price_engine_run_carrier_contract_line,area_cost,The area cost of the item on this contract line.
p21_price_engine_run_carrier_contract_line,carrier_contract_hdr_uid,The Carrier Contract hdr this record is tied to.
p21_price_engine_run_carrier_contract_line,carrier_contract_line_uid,The Carrier Contract line this record is tied to.
p21_price_engine_run_carrier_contract_line,claim_amount,The claim amount of the item on this contract line.
p21_price_engine_run_carrier_contract_line,contract_effective_date,The effective date of this contract line
p21_price_engine_run_carrier_contract_line,contract_expiration_date,The expiration date of this contrat line
p21_price_engine_run_carrier_contract_line,contract_type_cd,The Carrier Contract type
p21_price_engine_run_carrier_contract_line,cust_rebate_percent,Customer rebate percentage that is specified on this Carrier contract line.
p21_price_engine_run_carrier_contract_line,dist_cost,The distributor cost of the item on this contract line.
p21_price_engine_run_carrier_contract_line,dist_price,The distributor price of the item on this contract line.
p21_price_engine_run_carrier_contract_line,mandatory_price_flag,Determines if the given contract line has mandatory prices.
p21_price_engine_run_carrier_contract_line,margin_sharing_flag,Indicate whether this contract does margin sharing. Can only be Y for J quote.
p21_price_engine_run_carrier_contract_line,new_claim_amount,The calculated claim amount based on the new_price and other values on this contract line.
p21_price_engine_run_carrier_contract_line,new_cust_rebate_percent,New customer rebate percent from the contract line with the new best price.
p21_price_engine_run_carrier_contract_line,new_price,The price used to calculate the values on this contract line.  May be different than price stored on contract.
p21_price_engine_run_carrier_contract_line,new_price_contract_line_uid,The Carrier Contract line used as the source for new_price on this line. May be null.
p21_price_engine_run_carrier_contract_line,new_rebate_cost,The calculated rebate cost based on the new_price and other values on this contract line.
p21_price_engine_run_carrier_contract_line,p21_price_engine_run_carrier_contract_line_uid,Unique identifier for this record.
p21_price_engine_run_carrier_contract_line,p21_price_engine_run_item_uid,The price engine run item record that this contract line is tied to.
p21_price_engine_run_carrier_contract_line,price,The price of the item on this contract line.  May be null
p21_price_engine_run_carrier_contract_z_line,approved_claim_mult,Approved Claim Multiplier from W-Quote contract line.
p21_price_engine_run_carrier_contract_z_line,approved_profit_margin,Approved Profit Margin from W-Quote contract line.
p21_price_engine_run_carrier_contract_z_line,approved_sell_mult,Approved Sell Multiplier from W-Quote contract line.
p21_price_engine_run_carrier_contract_z_line,area_cost,Area cost for this item.
p21_price_engine_run_carrier_contract_z_line,carrier_contract_hdr_uid,The Carrier Contract hdr this record is tied to.
p21_price_engine_run_carrier_contract_z_line,carrier_contract_z_line_uid,The Carrier Z Contract line this record is tied to.
p21_price_engine_run_carrier_contract_z_line,contract_effective_date,The effective date of this contract line
p21_price_engine_run_carrier_contract_z_line,contract_expiration_date,The expiration date of this contrat line
p21_price_engine_run_carrier_contract_z_line,contract_type_cd,The Carrier Contract type
p21_price_engine_run_carrier_contract_z_line,gross_margin,The gross margin defined for this contract line.
p21_price_engine_run_carrier_contract_z_line,master_price,Master price for this item.
p21_price_engine_run_carrier_contract_z_line,max_claim,Max claim allowed for this contract line.  Based on price at segment 1 multiplier.
p21_price_engine_run_carrier_contract_z_line,new_claim_amount,The calculated claim amount based on the new_price and other values on this contract line.
p21_price_engine_run_carrier_contract_z_line,new_price,The price used to calculate the values on this contract line.
p21_price_engine_run_carrier_contract_z_line,new_rebate_cost,The calculated rebate cost based on the new_price and other values on this contract line.
p21_price_engine_run_carrier_contract_z_line,p21_price_engine_run_carrier_contract_z_line_uid,Unique identifier for this record.
p21_price_engine_run_carrier_contract_z_line,p21_price_engine_run_item_uid,The price engine run item record that this contract line is tied to.
p21_price_engine_run_carrier_contract_z_line,price_mult_1,Segment 1 price multiplier for this contract line.
p21_price_engine_run_carrier_contract_z_line,price_mult_2,Segment 2 price multiplier for this contract line.
p21_price_engine_run_carrier_contract_z_line,price_mult_3,Segment 3 price multiplier for this contract line.
p21_price_engine_run_carrier_contract_z_line,reduction_rate_1,Segment 1 reduction rate for this contract line.
p21_price_engine_run_carrier_contract_z_line,reduction_rate_2,Segment 2 reduction rate for this contract line.
p21_price_engine_run_carrier_contract_z_line,segment_claim_reduction_1,The claim reduction amount to be subtracted from max_claim when the price falls between segment 1 and 2.
p21_price_engine_run_carrier_contract_z_line,segment_claim_reduction_2,The claim reduction amount to be subtracted from max_claim when the price falls between segment 2 and 3.
p21_price_engine_run_carrier_contract_z_line,segment_claim_reduction_3,The claim reduction amount to be subtracted from max_claim when the price falls above segment 3.
p21_price_engine_run_carrier_contract_z_line,segment_price_1,Calculate Segment 1 sales price for this contract line.
p21_price_engine_run_carrier_contract_z_line,segment_price_2,Calculate Segment 2 sales price for this contract line.
p21_price_engine_run_carrier_contract_z_line,segment_price_3,Calculate Segment 3 sales price for this contract line.
p21_price_engine_run_carrier_contract_z_line,type_of_sale,The type of sale code for this contract line.
p21_price_engine_run_error_log,created_by,User who created the record
p21_price_engine_run_error_log,date_created,Date and time the record was originally created
p21_price_engine_run_error_log,error_line,Line number at which the error occured
p21_price_engine_run_error_log,error_message,Message text of the error
p21_price_engine_run_error_log,error_number,Number of the error
p21_price_engine_run_error_log,error_procedure,Name of the stored procedure where the error occured
p21_price_engine_run_error_log,error_severity,Severity of the error
p21_price_engine_run_error_log,error_state,State Number of the error
p21_price_engine_run_error_log,executetion_sql,The p21_price_engine execution sql that was used when the error occured.
p21_price_engine_run_error_log,p21_price_engine_run_error_log_uid,Unique identifier for this record.
p21_price_engine_run_error_log,run_number,The run number of the execution that failed.
p21_price_engine_run_item,assembly_level,Which assembly level is this component from. Used when there are subassemblies.
p21_price_engine_run_item,assembly_priced_by_component_flag,If the item is an assembly is it being priced by components.
p21_price_engine_run_item,assembly_sequence_no,If this item is a component then this is sequence number of the component for its assebmly hdr.
p21_price_engine_run_item,average_cost,The items moving average cost from the source location.
p21_price_engine_run_item,carrier_calc_type,Carrier Integration: Type of calc to perform
p21_price_engine_run_item,carrier_contract_line_uid,Carrier Integration: Contract line to be used to price or cost this item
p21_price_engine_run_item,carrier_forced_price,Carrier Integration: Price to be returned and used with cost calculations
p21_price_engine_run_item,commission_cost,The calculated commission cost of the item.
p21_price_engine_run_item,component_quantity,The quantity of the component being priced.
p21_price_engine_run_item,core_cd,The items core code. Used in strategic pricing.
p21_price_engine_run_item,currency_id,The current_id that the item is using.
p21_price_engine_run_item,customer_category_uid,The strategic pricing category of the customer.
p21_price_engine_run_item,customer_part_no,The customer part number that this item is using.
p21_price_engine_run_item,customer_sensitivity_value,The strategic pricing sensitivity value of the customer.
p21_price_engine_run_item,disc_group_id,The discount group this item is using.
p21_price_engine_run_item,forced_price_value,The price of the item that was provided to the stored procedure.
p21_price_engine_run_item,freight_factor,Freight Factor that will be applied to vendor contract cost pages.
p21_price_engine_run_item,inv_mast_uid,Unique identifier of the item.
p21_price_engine_run_item,item_coreness_factor,Coreness factor
p21_price_engine_run_item,mfr_class_id,The manufacture class this item is using.
p21_price_engine_run_item,oe_pricing_unit_size,The pricing unit size from the order.
p21_price_engine_run_item,oe_sales_unit_size,The sales unit size from the order.
p21_price_engine_run_item,order_cost,Order cost of the item that comes from the items inventory costing basis.
p21_price_engine_run_item,original_core_cd,The core code that was originaly found for the item.
p21_price_engine_run_item,original_item_coreness_factor,Original item coreness factor value
p21_price_engine_run_item,original_visibility_coreness_factor,Original visibility coreness factor value
p21_price_engine_run_item,original_visibility_factor,The visibility factor that was originaly found for the item.
p21_price_engine_run_item,other_charge_flag,Is this item an other charge item.
p21_price_engine_run_item,other_cost,The calculated other cost of the item.
p21_price_engine_run_item,p21_price_engine_run_item_uid,Unique identifier for this record.
p21_price_engine_run_item,p21_price_engine_run_uid,The customer that this item is tied to.
p21_price_engine_run_item,parent_inv_mast_uid,If the item is a component this is the item it is a component of.
p21_price_engine_run_item,parent_p21_price_engine_run_item_uid,If the item is a component this is the p21_price_engine_item record it is a component of.
p21_price_engine_run_item,price_family_uid,The price family this item is using.
p21_price_engine_run_item,prod_group_id,The product group this item is using.
p21_price_engine_run_item,quantity,The quantity being priced.
p21_price_engine_run_item,rolled_item_pricing_type_cd,"Custom: indicates whether to price by full roll, partial roll or non-roll.  Baseline defaults to non-roll."
p21_price_engine_run_item,root_inv_mast_uid,The top most assembly item that was priced.
p21_price_engine_run_item,sales_cost,Sales cost of the item from the order.
p21_price_engine_run_item,sales_pricing_unit_size,The items default sales pricing unit size.
p21_price_engine_run_item,sequence_no,The order the items are being priced. Used when pricing multiple items at once.
p21_price_engine_run_item,standard_cost,The items standard cost from the source location.
p21_price_engine_run_item,stockable_flag,Is the item a stock item.
p21_price_engine_run_item,strategic_cost_cube_modifier,The cube factor that will be applied to the strategic cost.
p21_price_engine_run_item,strategic_cost_source_amount,The value of the strategic costs source.
p21_price_engine_run_item,strategic_list_price_cube_modifier,The cube factor that will be applied to the strategic list price.
p21_price_engine_run_item,strategic_list_price_source_amount,The value of the strategic list prices source.
p21_price_engine_run_item,summary_price,Summary price of the item.
p21_price_engine_run_item,supplier_id,The supplier this item is using.
p21_price_engine_run_item,system_commission_cost,The calculated system commission costfor the item.
p21_price_engine_run_item,system_other_cost,The calculated system other cost for the item.
p21_price_engine_run_item,trade_promo_amt,Trade promo rebate amount argument passed to the pricing procedure
p21_price_engine_run_item,visibility_cd,The strategic pricing visibility cd for this item.
p21_price_engine_run_item,visibility_coreness_factor,Coreness factor
p21_price_engine_run_item,visibility_factor,The visibility factor for this item.
p21_price_engine_run_job_price_line,base_price,The source amount of the price.
p21_price_engine_run_job_price_line,calculation_method_cd,The calculation method used to calculate the price.
p21_price_engine_run_job_price_line,calculation_value,The calculation value applied to the base price to calculate the price.
p21_price_engine_run_job_price_line,combinable,Should the item for this contract be combined with other items on the order to determine the break.
p21_price_engine_run_job_price_line,cost_page_effective_date,The effective date of the cost page.
p21_price_engine_run_job_price_line,cost_page_uid,The cost page that was used.
p21_price_engine_run_job_price_line,cust_shipto_activation_date,The activation date for this contract record.
p21_price_engine_run_job_price_line,cust_shipto_exclude_from_freight_factor_flag,Custom: Indicates if customer/ship-to should be excluded from freight factor calculations for the price pages linked to the lines on this contract
p21_price_engine_run_job_price_line,gpo_type_cd,"What GPO type is, Primary or Secondary."
p21_price_engine_run_job_price_line,hierarchy_value,Indicates what hierarchy of each contract type is
p21_price_engine_run_job_price_line,job_price_line_uid,The job_price_line that this contract line is tied to.
p21_price_engine_run_job_price_line,next_break,The break that would be used if the item goes above the current breaks threshold.
p21_price_engine_run_job_price_line,next_calculation_value,The calculation value of the next break.
p21_price_engine_run_job_price_line,next_price,The unit price that would be used if the next break was used.
p21_price_engine_run_job_price_line,other_cost,The calculated other cost for this contract line.
p21_price_engine_run_job_price_line,p21_price_engine_run_item_uid,The price engine run item record that this contract line is tied to.
p21_price_engine_run_job_price_line,p21_price_engine_run_job_price_line_uid,Unique identifier for this record.
p21_price_engine_run_job_price_line,price,The calculated unit price.
p21_price_engine_run_job_price_line,price_book_uid,The price book that the On Contract price page is from.
p21_price_engine_run_job_price_line,price_library_uid,The price lbirary that the On Contract price page is from.
p21_price_engine_run_job_price_line,price_page_uid,The price page that was used.
p21_price_engine_run_job_price_line,shop_gpos_flag,The value indicates whether the hierarchy of Contract Types having GPO Primary can be same as the hierarchy for Contract Types having Secondary GPO
p21_price_engine_run_job_price_line,tie_break_cd,"The value determines what breaks a tie if more than one contract is eligible for a line. Possiblem values are Lowest Sell Price, Lowest Rebate Cost, Highest Sell Price, First Effective Date, Last Effective Date"
p21_price_engine_run_job_price_line,vendor_contract_type_uid,Unique identifier of this contracts type.
p21_price_engine_run_job_price_line,vendor_id,The contracts vendor
p21_price_engine_run_library,distributor_net_flag,Flag to indicate that this record's pricing library is the library that calculates the distributor net amount.
p21_price_engine_run_library,p21_price_engine_run_library_uid,Unique identifier for this record.
p21_price_engine_run_library,p21_price_engine_run_uid,The customer that this library is tied to.
p21_price_engine_run_library,price_library_uid,Unique identifier of the library.
p21_price_engine_run_library,sequence_no,The sequence number of the library on the customer record.
p21_price_engine_run_library,type_cd,"The type of the library (First of, Highet Of, etc.)"
p21_price_engine_run_price_page,apply_freight_factor_flag,Are we applying freight factor to the price on this price page?
p21_price_engine_run_price_page,base_currency_id,Currency of the price page.
p21_price_engine_run_price_page,break_number,The break number that was used.
p21_price_engine_run_price_page,break_value,The threshold of the break that was used.
p21_price_engine_run_price_page,calc_currency_id,Currency of the price page values.
p21_price_engine_run_price_page,commission_cost,The calculated commission_cost
p21_price_engine_run_price_page,commission_cost_break_value,The manual commission_cost that was entered on the price page for the break that was used.
