Table,Column_Name,Column_Description
__RefactorLog,operationkey,OperationKey
accnt_group_mx,accnt_group_mx_id,account group id
accnt_group_mx,accnt_group_mx_uid,UID for account group. Identity.
accnt_group_mx,created_by,User who created the record
accnt_group_mx,date_created,Date and time the record was originally created
accnt_group_mx,date_last_modified,Date and time the record was modified
accnt_group_mx,group_description,Long group description. Not null values defined by SAT at this moment.
accnt_group_mx,last_maintained_by,User who last changed the record
accnt_group_mx,level,Level
accnt_group_mx,row_status_flag,Record status flag
accnt_group_mx,sequence_no,Sequence number for ordering records. Will be used in case SAT defines new records.
accnt_group_mx2,accnt_group_mx2_id,SAT Group Code 2
accnt_group_mx2,accnt_group_mx2_uid,Unique ID for SAT Group Code 2
accnt_group_mx2,created_by,User who created the record
accnt_group_mx2,date_created,Date and time the record was originally created
accnt_group_mx2,date_last_modified,Date and time the record was modified
accnt_group_mx2,group_description,SAT Group 2 Description
accnt_group_mx2,last_maintained_by,User who last changed the record
accnt_group_mx2,row_status_flag,Row Status Flag
accnt_group_mx2,sequence_no,Sequence Number used for popup sorting
accnts_x_accnt_group,accnt_group_mx_uid,Relationship to Account Group MX and SAT group Codes.
accnts_x_accnt_group,accnt_group_mx2_uid,Relationship to Account Group MX and SAT group Code 2.
accnts_x_accnt_group,accnts_x_accnt_group_uid,Primary key
accnts_x_accnt_group,account_no,Account number
accnts_x_accnt_group,company_no,Company Id
accnts_x_accnt_group,created_by,User who created the record
accnts_x_accnt_group,date_created,Date and time the record was originally created
accnts_x_accnt_group,date_last_modified,Date and time the record was modified
accnts_x_accnt_group,last_maintained_by,User who last changed the record
accnts_x_accnt_group,row_status_flag,Status flag
account_group_hdr,account_group_desc,description for the account group
account_group_hdr,account_group_hdr_uid,UID for this table
account_group_hdr,account_group_id,Unique ID to identify account group
account_group_hdr,company_id,company for this group of accounts
account_group_hdr,created_by,User who created the record
account_group_hdr,date_created,Date and time the record was originally created
account_group_hdr,date_last_modified,Date and time the record was modified
account_group_hdr,last_maintained_by,User who last changed the record
account_group_hdr,row_status_flag,status of this record
account_group_line,account_group_hdr_uid,UID for master record
account_group_line,account_group_line_uid,UID for this table
account_group_line,chart_of_accts_uid,UID for account record
account_group_line,created_by,User who created the record
account_group_line,date_created,Date and time the record was originally created
account_group_line,date_last_modified,Date and time the record was modified
account_group_line,last_maintained_by,User who last changed the record
account_group_line,row_status_flag,status of record
account_reconciliation_wkst,adjustment_credit_amt,Total of credit adjustments posted to reconciling accts
account_reconciliation_wkst,adjustment_debit_amt,Total of debit adjustments posted to reconciling accts
account_reconciliation_wkst,approved,Has reconciliation been approved
account_reconciliation_wkst,company_id,Company associated with worksheet
account_reconciliation_wkst,created_by,User who created the record
account_reconciliation_wkst,date_created,Date and time the record was originally created
account_reconciliation_wkst,date_last_modified,Date and time the record was modified
account_reconciliation_wkst,gl_balance,Total for GL accounts
account_reconciliation_wkst,gl_reversing_trans_no,GL transaction no corresponding to reversing gl postings.
account_reconciliation_wkst,gl_transaction_number,"Associated GL transaction, if any"
account_reconciliation_wkst,last_maintained_by,User who last changed the record
account_reconciliation_wkst,period,Period Reconcilied
account_reconciliation_wkst,transactions_balance,Total for transactions
account_reconciliation_wkst,transfers_in_transit_gl_created_flag,Determines if the gl adjustments and reverse postings has been added to a worksheet
account_reconciliation_wkst,worksheet_no,Unique number to identify worksheet
account_reconciliation_wkst,worksheet_type_cd,Code for worksheet type being reconciled
account_reconciliation_wkst,year_for_period,Year Reconcilied
account_x_currency,account_no,Account Number to be used for the specified Currency
account_x_currency,account_type_cd,"Account Type (Inventory Receipts Clearing, Account Payable, ect...)"
account_x_currency,account_x_currency_uid,Unique Identifier
account_x_currency,company_id,Company ID for Account
account_x_currency,created_by,User who created the record
account_x_currency,currency_id,Currency to be used for the specified Account Number
account_x_currency,date_created,Date and time the record was originally created
account_x_currency,date_last_modified,Date and time the record was modified
account_x_currency,last_maintained_by,User who last changed the record
account_x_currency,row_status_flag,"Status of record (Active, Delete)"
ach_override,bank_no,bank number
ach_override,company_discretionary_data,Additional information pertinent to company
ach_override,company_id,company id
ach_override,company_identification,Company Identification
ach_override,company_name,Company name
ach_override,company_name_detail,Company Name Detail
ach_override,created_by,User who created the record
ach_override,date_created,Date and time the record was originally created
ach_override,date_last_modified,Date and time the record was modified
ach_override,effective_entry_date_source,Effective Entry Date Source
ach_override,entry_description,Entry Description
ach_override,immediate_destination,Immediate Destination
ach_override,immediate_destination_name,Immediate Destination Name
ach_override,immediate_origin,Immediate Origin
ach_override,immediate_origin_name,Immediate Origin Name
ach_override,last_maintained_by,User who last changed the record
ach_override,originating_dfi_no_control,DFI No Batch Control
ach_override,originating_dfi_no_hdr,Originating DFI no 
ach_override,override_uid,UID
ach_override,service_class_cd_control,Service class code batch control
ach_override,service_class_code_hdr,Service class code for header record
ach_override,transaction_code,Transaction code
ach_transmission_file,ach_file_data,Stores contents of output file.
ach_transmission_file,ach_file_name,Name original ACH output file.
ach_transmission_file,ach_transmission_file_uid,Unique identifier for record.
ach_transmission_file,created_by,User who created the record
ach_transmission_file,date_created,Date and time the record was originally created
ach_transmission_file,date_last_modified,Date and time the record was modified
ach_transmission_file,file_timestamp_date,Date the original ACH file was generated
ach_transmission_file,last_file_regen_date,Last date that record was used to regenerate the output file.
ach_transmission_file,last_maintained_by,User who last changed the record
activant_layout_def,activant_layout_def_uid,Unique identifier for each record
activant_layout_def,column_id,Name of column in item_catalog table
activant_layout_def,column_name,User-defined column name
activant_layout_def,created_by,User who created the record
activant_layout_def,date_created,Date and time the record was originally created
activant_layout_def,date_last_modified,Date and time the record was modified
activant_layout_def,display_column_id,Two letter identifier for item_catalog column
activant_layout_def,display_sequence_no,Sequence number in which to display records
activant_layout_def,item_column_name,Inventory table column name to be updated
activant_layout_def,last_maintained_by,User who last changed the record
activant_layout_def,row_status_flag,Status of current record
activity,activity_desc,Description of the activity.
activity,activity_id,This is the system generated unique identifier for an activity trans.
activity,date_created,Indicates the date/time this record was created.
activity,date_last_modified,Indicates the date/time this record was last modified.
activity,delete_flag,Indicates whether this record is logically deleted
activity,hard_touch_flag,"Indicates that the activity involves direct contact with the customer, supplier, etc"
activity,last_maintained_by,ID of the user who last maintained this record
activity_reminder,activity_reminder_uid,Unique record identifier.
activity_reminder,activity_trans_no,Identifier for activity trans
activity_reminder,assigned_to_id,User id assigned to complete the activity
activity_reminder,created_by,User who created the record
activity_reminder,date_created,Date and time the record was originally created
activity_reminder,date_last_modified,Date and time the record was modified
activity_reminder,displaying,Indicates message is currently displaying
activity_reminder,last_maintained_by,User who last changed the record
activity_reminder,reminder_date,Reminder time
activity_reminder,reminder_status_cd,Gives historical detail about the reminder date
activity_reminder,row_status_flag,Indicates current record status
activity_trans,activity_id,This is the system generated unique identifier for an activity trans.
activity_trans,activity_trans_no,Automatically system generated id 
activity_trans,alarm_code_uid,Alarm code for task.
activity_trans,assigned_by_id,User id that assigned the activity
activity_trans,assigned_to_id,user id assigned to complete the activity
activity_trans,comments,User defined comments about the activity
activity_trans,company_id,Unique code that identifies a company.
activity_trans,completed_by_id,User id who completed the activity
activity_trans,completed_date,Date the activity was completed -  or if the complet
activity_trans,completed_flag,Check box showing whether activity has been comple
activity_trans,contact_id,What contact deals with this sales representative?
activity_trans,create_outlook_task_flag,Indicates task is to be created in outlook
activity_trans,date_created,Indicates the date/time this record was created.
activity_trans,date_last_modified,Indicates the date/time this record was last modified.
activity_trans,date_last_synched,Indicates the date/time this record was last synched with outlook
activity_trans,entry_date,Date indicating when this note was entered.
activity_trans,followup,Followup requested when task completes
activity_trans,followup_comment_cd,Describes if comments will transfer to followup task
activity_trans,hard_touch_flag,"Indicates that the task involves direct contact with the customer, supplier, etc"
activity_trans,last_maintained_by,ID of the user who last maintained this record
activity_trans,link_id,Unique code that elaborates the role the contact_id is playing for this task
activity_trans,link_type_cd,Unique code which describes the link_id
activity_trans,outlook_task_uid,Unique identifier for an outlook task.
activity_trans,private_task,Indicates task is reserved for assigned users
activity_trans,problem_code_uid,Problem code for task.
activity_trans,reminder,Indicates a reminder is desired for this task.
activity_trans,reminder_time_offset,Time before target complete date reminder should display
activity_trans,reminder_time_offset_cd,Qualifies type of time the offset refers to
activity_trans,serial_number_uid,Indicates the serial number specific for this activity - FK to serial_number.
activity_trans,ship_to_id,Ship-to identifier from ship_to table
activity_trans,start_date,Start Date for the task
activity_trans,subject,Overview of task
activity_trans,sync_task_type_cd,Code value to determine whether to create a task or appointment.
activity_trans,target_complete_date,Date by which we would like this task completed
activity_trans,transaction_no,Transaction reference
activity_trans,transaction_type_cd,Indicates type of transaction referenced
ad_role_x_users,ad_role,Unique role specified in the AD Users record for the adRole attribute
ad_role_x_users,ad_role_x_users_uid,Unique Identifier for the ad_role_x_users_uid table.
ad_role_x_users,created_by,User who created the record
ad_role_x_users,date_created,Date and time the record was originally created
ad_role_x_users,date_last_modified,Date and time the record was modified
ad_role_x_users,last_maintained_by,User who last changed the record
ad_role_x_users,row_status_flag,Active or inactive status.
ad_role_x_users,users_id,Foreign Key onto the users table id column. Any new AD User with the adRole matching this table should have his attributes copied from this user.
address,address_id_string,What is the unique identifer of this address -  in string form?
address,alternative_1099_name,An alternative name printed on IRS 1099 forms for this customer.
address,bill_of_lading_type,This column is unused.
address,billing_address,Where should the bills be sent to?
address,billing_address_id,What is the id of the billing address?
address,carrier_allow_free_freight_flag,Flag to make the carrier eligible for free freight
address,carrier_do_not_route_flag,This flag will be used to determine if a carrier can not be routed via geocom
address,carrier_fedex_flag,Flag to indicate if a carrier is for Fedex use
address,carrier_fixed_freight_charge,Only available when carrier_strategic_freight_flag is not checked; allows distributor to charge a fixed rate for freight
address,carrier_fixed_freight_markup,Fixed Freight Markup value
address,carrier_flag,Is this a carrier?
address,carrier_freight_est_percentage,Freight Estimated Percentage for the Carrier record
address,carrier_id,What is the id of this carrier (if any)?
address,carrier_pallet_freight_charge,Custom: Freight charge per pallet.  Used for outgoing freight when carrier_pallet_weigth_limit is set.
address,carrier_pallet_weight_limit,Custom: Max weight per pallet allowed.  Used to determin how many pallets use for freight charge.
address,carrier_provider_type_uid,"If Agile Carrier, would have a Agile specific code."
address,carrier_strategic_freight_flag,"When checked, strategic freight charges will be computed for the given carrier.  If not checked, no strategic freight will be calculated."
address,carrier_transit_days,Transit Days for a Carrier
address,carrier_type_cd,Identifies the type of carrier associated with this address (will eventually supercede carrier_flag and carrier_fedex_flag)
address,central_fax_number,What is the main fax number for this address?
address,central_phone_number,What is the main telephone number for this address
address,central_watts_number,What is the main WATTS number for this address?
address,city_code,MX: City code associated with this address ID.
address,class1_id,Address class 1
address,class2_id,Address class 2
address,class3_id,Address class 3
address,class4_id,Address class 4
address,class5_id,Address class 5
address,corp_address_id,What is the corporate address id for this address?
address,credit_address_id,What is the credit address for this address?
address,customer,This column is unused.
address,date_created,Indicates the date/time this record was created.
address,date_last_modified,Indicates the date/time this record was last modified.
address,dc_do_not_route_flag,Indicates if this carrier does uses Dispatch Compass routing.
address,default_carrier_id,What carrier is normally used?
address,default_ship_time,When should a shipment normally go out?
address,default_ship_to_branch,Which branch should ship materials to this address?
address,default_ship_to_company,Which company should ship materials to this address?
address,delete_flag,Indicates whether this record is logically deleted
address,delivery_instructions1,What are the special delivery instructions for this address -  if any?
address,delivery_instructions2,What are the special delivery instructions for this address -  if any?
address,delivery_instructions3,What are the special delivery instructions for this address -  if any?
address,display_in_oe_flag,Indicator for Trane whether to show field in OE window
address,dq_do_not_route_flag,Flag to not route DQ for this carrier
address,dq_print_pt_flag,Flag to print DQ PTs regardless of other settings.
address,email_address,What is the email address for this contact?
address,employee,This column is unused.
address,eve_beg_delivery,When is the earliest that evening deliveries are accepted?
address,eve_end_delivery,When is the latest that evening deliveries are accepted?
address,expedited_freight_option_cd,Custom column indicates carrier's expedited freight option.
address,express_carrier_flag,Indicate if carrier is express.
address,federal_id_number,This column is unused.
address,fidelitone_carrier_id,Custom: Code used by Fidelitone to identify this carrier
address,freight_code_uid,Freight code that applies to a carrier.
address,freight_surcharge_flag,Custom (F55882): determines if a carrier freight surcharge per package will be applied to shipments.
address,freight_surcharge_per_pkg,Custom (F55882): the value used to calculate the total carrier freight surcharge to apply to a shipment.  Multiplied by the value of the total shipment weight divided by the freight_surcharge_pkg_weight.
address,freight_surcharge_pkg_weight,Custom (F55882): the value used to calculate the number of packages used to calculate a carrier freight surcharge.  Divided into the total shipment weight.
address,id,Unique identifier for the address
address,incorporated,Is this address incorporated?
address,inventory_location_flag,This column is unused.
address,invoice_type,What type of invoice is this invoice?
address,last_maintained_by,ID of the user who last maintained this record
address,locality_code,MX: Locality code associated with this address ID.
address,ltl_freight_calc_percentage,Percentage used by the system to calculate the correct LTL freight for the carrier.
address,mail_address1,What is line 1 of the mailing address?
address,mail_address2,What is line 2 of the mailing address?
address,mail_address3,Mailing address line 3
address,mail_city,What is the city for this mailing address?
address,mail_country,What is the country for this mailing address?
address,mail_postal_code,What is the postal code for this mailing address?
address,mail_state,What is the postal state or province for this mailing address?
address,mor_beg_delivery,When is the earliest that morning deliveries are accepted?
address,mor_end_delivery,When is the latest that morning deliveries are accepted?
address,name,Name that identifies the address
address,name_control,This column is unused.
address,neighborhood_code,MX: Neighborhood code associated with this address ID.
address,order_priority_uid,holds information about order_priority
address,parcel_carrier_flag,Determines if a record is a parcel carrier (like UPS).
address,payment_address,This column is unused.
address,phys_address1,What is the first line of the physical address for this address?
address,phys_address2,What is the second line of the physical address for this address?
address,phys_address3,Physical address line 3
address,phys_city,What is the city of the physical address for this address?
address,phys_country,What is the country of the physical address for this address?
address,phys_county,Physical county of the ship-to
address,phys_postal_code,What is the postal code of the physical address for this address?
address,phys_state,What is the state or province of the physical address for this address?
address,preferred_location_id,This column is unused.
address,prospect,This column is unused.
address,resale_certificate,This column is unused.
address,roadnet_do_not_route_flag,Indicates that this carrier does not route to UPS Roadnet.
address,roadnet_pt_print_option,"Indicates for a Carrier if a Pick ticket is to print prior to routing, so a user can indicate on a Ship To or Order if a Pick Ticket should print."
address,routeview_require_routing_flag,Custom: determines if the Routeview (3rd party software) app will use this carrier when processing routing data.
address,scac_code,Standard Carrier Alpha Code
address,sfdc_account_id,Salesforce.com account id - added by the import
address,sfdc_create_date,Date the record was created in Salesforce.com - added by import.
address,sfdc_update_date,Date the record was updated in Salesforce.com - added by import.
address,ship_to_packing_basis,This column is unused.
address,shipping_address,This column is unused.
address,shipping_route_uid,Unique identifier for the shipping route associated with this carrier.
address,show_out_items,This column is unused.
address,store_no,This column is unused.
address,trade_percent_disc,This column is unused.
address,transportation_type_code,Custom: Indicates the transportation type code associated with carrier.
address,ups_code,This column is unused.
address,url,Web address for the particular address record - if available
address,vendor,This column is unused.
address,vertex_tax_area_id,holds the vertex tax area id 
address_dea,address_id,Address id from the address table that pertains to this dea record.
address_dea,created_by,User who created the record
address_dea,date_created,Date and time the record was originally created
address_dea,date_last_modified,Date and time the record was modified
address_dea,dea_licensed_loc_flag,Indicates if this is a dea licensed location.
address_dea,last_maintained_by,User who last changed the record
address_dea,unrestricted_dea_sale_flag,Indicates if the location sells DEA products without restriction.
address_freight_display,address_freight_display_uid,System generated unique identifer for the table
address_freight_display,address_id,Unique identifier for a particular address
address_freight_display,created_by,User who created the record
address_freight_display,date_created,Date and time the record was originally created
address_freight_display,date_last_modified,Date and time the record was modified
address_freight_display,include_freight_in_price,Flag to indicate whether freight is included in an item price or displayed separately
address_freight_display,last_maintained_by,User who last changed the record
address_history,address_history_uid,Unique -  internal identifier for address_history information.
address_history,address1,What is the first address line -  at the time this address history row was written?
address_history,address2,This column is unused.
address_history,address3,Address line 3
address_history,city,What is the city -  at the time the address history row is created?
address_history,contact_name,What is the name of the contact -  at the time this address history row was written?
address_history,country,What is the country -  at the time this address history row was written?
address_history,customer_name,Indicates the customer name corresponding to the c
address_history,date_created,Indicates the date/time this record was created.
address_history,date_last_modified,Indicates the date/time this record was last modified.
address_history,last_maintained_by,ID of the user who last maintained this record
address_history,postal_code,What is the postal  code -  at the time this address history row was written?
address_history,state,What is the state -  at the time this address history row was written?
address_x_dea_license,address_id,Address id that is associated with this record dea license
address_x_dea_license,address_x_dea_license_uid,Unique identifier for the table
address_x_dea_license,created_by,User who created the record
address_x_dea_license,date_created,Date and time the record was originally created
address_x_dea_license,date_last_modified,Date and time the record was modified
address_x_dea_license,dea_license_uid,DEA license id that is associated with this records address
address_x_dea_license,last_maintained_by,User who last changed the record
address_x_restricted_class,address_x_restricted_class_uid,Unique identifier.
address_x_restricted_class,country,Indicate country in this address.
address_x_restricted_class,created_by,User who created the record
address_x_restricted_class,date_created,Date and time the record was originally created
address_x_restricted_class,date_last_modified,Date and time the record was modified
address_x_restricted_class,intl_postal_code,Indicated international postal codes defined on this restricted class.
address_x_restricted_class,last_maintained_by,User who last changed the record
address_x_restricted_class,postal_code_from,Indicate starting postal code in this address.
address_x_restricted_class,postal_code_to,Indicate ending postal code in this address
address_x_restricted_class,restricted_class_uid,FK to column restricted_class.restricted_class_uid. Link to associated restricted class record.
address_x_restricted_class,row_status_flag,Indicates current row status.
address_x_restricted_class,state,Indicate state in this address.
adi_carrier_account,account_no,Account number for selected carrier.
adi_carrier_account,adi_carrier_account_uid,Unique identifier for the table.
adi_carrier_account,carrier_id,Carrier related to this record.
adi_carrier_account,company_id,Company related to this record.
adi_carrier_account,created_by,User who created the record
adi_carrier_account,customer_id,Customer related to this record.
adi_carrier_account,date_created,Date and time the record was originally created
adi_carrier_account,date_last_modified,Date and time the record was modified
adi_carrier_account,last_maintained_by,User who last changed the record
adi_carrier_account,row_status_flag,Status of record.
adi_carrier_account,ship_to_id,Ship To related to this record.
adi_discount_vendor_billing,adi_discount_pct,ADI percent for the rebate
adi_discount_vendor_billing,adi_discount_vendor_billing_uid,Unique identifier for the table
adi_discount_vendor_billing,adi_promotion_uid,Unique identifier for adi_promotion table
adi_discount_vendor_billing,allowed_amount,The allowed amount for the rebate
adi_discount_vendor_billing,company_id,Company ID
adi_discount_vendor_billing,contract_line_uid,Unique identifier for job_price_line table
adi_discount_vendor_billing,contract_no,Contract Number for Rebate
adi_discount_vendor_billing,coupon_value,The value if it is a coupon discount
adi_discount_vendor_billing,created_by,User who created the record
adi_discount_vendor_billing,currency_line_uid,Unique identifier for currency_line
adi_discount_vendor_billing,date_created,Date and time the record was originally created
adi_discount_vendor_billing,date_last_modified,Date and time the record was modified
adi_discount_vendor_billing,invoice_line_uid,Unique key to invoice_line
adi_discount_vendor_billing,invoice_no,Invoice Number for the rebate
adi_discount_vendor_billing,last_maintained_by,User who last changed the record
adi_discount_vendor_billing,paid_in_full_flag,Flag to determine if the rebate has been paid in full
adi_discount_vendor_billing,period,Period for paid in full
adi_discount_vendor_billing,processed_flag,Flag to determien if this record has been processed
adi_discount_vendor_billing,promo_due,The rebate or promo due amount
adi_discount_vendor_billing,source_cost,The cost or price value used for calculation
adi_discount_vendor_billing,vendor_auth_no,Vendor Authorization Number
adi_discount_vendor_billing,vendor_discount_pct,Vendor Discount Percent
adi_discount_vendor_billing,vendor_id,Vendor ID for the rebate
adi_discount_vendor_billing,year_for_period,Year for paid in full
adi_freight_options,adi_freight_options_uid,Identity column
adi_freight_options,bulk_freight_schedule_uid,Bulk freight schedule related to this record
adi_freight_options,company_id,Company related to this record
adi_freight_options,created_by,User who created the record
adi_freight_options,customer_id,Customer related to this record
adi_freight_options,date_created,Date and time the record was originally created
adi_freight_options,date_last_modified,Date and time the record was modified
adi_freight_options,freight_responsible_party,"Freight responsible party for this record [S=Seller, B=Buyer, U=Seller up to]"
adi_freight_options,incoterms_uid,Incoterm related to this record
adi_freight_options,inside_delivery_freight_charge_uid,Inside delivery freight related to this record
adi_freight_options,last_maintained_by,User who last changed the record
adi_freight_options,lift_gate_freight_charge_uid,Lift gate freight related to this record
adi_freight_options,ltl_freight_schedule_uid,LTL freight schedule related to this record
adi_freight_options,parcel_freight_schedule_uid,Parcel freight schedule related to this record
adi_freight_options,port_or_play_of_delivery,Port of play of delivery for this record
adi_freight_options,ship_to_id,Ship To related to this record
adi_freight_schedule,adi_freight_schedule_uid,Unique identifier for the record
adi_freight_schedule,created_by,User who created the record
adi_freight_schedule,date_created,Date and time the record was originally created
adi_freight_schedule,date_last_modified,Date and time the record was modified
adi_freight_schedule,default_flag,If this is the default
adi_freight_schedule,delete_flag,Indicates whether the freight schedule is logically deleted.
adi_freight_schedule,delivery_type,"Type of delivery [P=Parcel, L=LTL, B=Bulk]"
adi_freight_schedule,freight_schedule_id,Descriptive ID for freight schedule
adi_freight_schedule,last_maintained_by,User who last changed the record
adi_freight_schedule_threshold,adi_freight_schedule_threshold_uid,Identity column
adi_freight_schedule_threshold,adi_freight_schedule_uid,Foreign key to adi_freight_schedule
adi_freight_schedule_threshold,created_by,User who created the record
adi_freight_schedule_threshold,date_created,Date and time the record was originally created
adi_freight_schedule_threshold,date_last_modified,Date and time the record was modified
adi_freight_schedule_threshold,freight_amt,Freight amount for this record
adi_freight_schedule_threshold,last_maintained_by,User who last changed the record
adi_freight_schedule_threshold,order_total,Order total values up to which the freight amount for this record should be used
adi_freight_schedule_threshold,order_type,"Order type for this record. [S=Standard, E=EDI, W=ECOM]"
adi_oe_hdr_carrier_freight_code,adi_oe_hdr_carrier_freight_code_uid,Unique ID for record
adi_oe_hdr_carrier_freight_code,carrier_id,A carrier ID used on the order
adi_oe_hdr_carrier_freight_code,created_by,User who created the record
adi_oe_hdr_carrier_freight_code,date_created,Date and time the record was originally created
adi_oe_hdr_carrier_freight_code,date_last_modified,Date and time the record was modified
adi_oe_hdr_carrier_freight_code,freight_code_uid,The freight code to be used in association with this carrier
adi_oe_hdr_carrier_freight_code,last_maintained_by,User who last changed the record
adi_oe_hdr_carrier_freight_code,oe_hdr_uid,Link to the order that this record is associated with
adi_oe_hdr_freight_options,adi_oe_hdr_freight_options_uid,Unique ID for record
adi_oe_hdr_freight_options,applied_adi_freight_schedule_uid,The UID of the freight schedule which is applied to the order
adi_oe_hdr_freight_options,billing_address1,Freight billing address line 1
adi_oe_hdr_freight_options,billing_address2,Freight billing address line 2
adi_oe_hdr_freight_options,billing_city,Freight billing city
adi_oe_hdr_freight_options,billing_postal_code,Freight billing postal code
adi_oe_hdr_freight_options,billing_state,Freight billing state
adi_oe_hdr_freight_options,carrier_account_no,Carrier account number for the order
adi_oe_hdr_freight_options,created_by,User who created the record
adi_oe_hdr_freight_options,date_created,Date and time the record was originally created
adi_oe_hdr_freight_options,date_last_modified,Date and time the record was modified
adi_oe_hdr_freight_options,inside_delivery_freight_charge_uid,Inside delivery freight charge to be used for the order
adi_oe_hdr_freight_options,last_maintained_by,User who last changed the record
adi_oe_hdr_freight_options,lift_gate_freight_charge_uid,Lift gate freight charge to be used for the order
adi_oe_hdr_freight_options,oe_hdr_uid,Link to the order that this record is associated with
adi_oe_hdr_freight_options,ship_to_address_edited_flag,Stores whether the ship to address on the order this record is associated with was edited
adi_promotion,adi_promotion_uid,Unique identifier for the table
adi_promotion,all_items_flag,Indicator the Promotion requires all items to be eligible
adi_promotion,all_items_promo_flag,All Items Promo for Discount Promos
adi_promotion,association_type,"The type (Company, Region, Branch, Customer) that is eligible for the promotion"
adi_promotion,available_app_flag,Indicates the promotion is available for orders from the application
adi_promotion,available_mobile_flag,Indicates the promotion is available for Mobile orders
adi_promotion,available_web_flag,Indicates the promotion is available for Web orders
adi_promotion,created_by,User who created the record
adi_promotion,date_created,Date and time the record was originally created
adi_promotion,date_last_modified,Date and time the record was modified
adi_promotion,end_date,End date of the Promotion
adi_promotion,free_freight_amount_max,Maximum Freight Discount Amount 
adi_promotion,free_freight_cd,Free freight promo code 
adi_promotion,free_freight_min,Order total value required to get Free Freight
adi_promotion,last_maintained_by,User who last changed the record
adi_promotion,promo_code,Promotion Code
adi_promotion,promo_code_desc,Promotion Code Description
adi_promotion,promo_type,The type of Promotion
adi_promotion,redemption_limit,The limit on how many times the promotion can be redeemed
adi_promotion,row_status_flag,Status of the Promotion
adi_promotion,start_date,Start date of the Promotion
adi_promotion_association,adi_promotion_association_uid,Unique identifier for the table
adi_promotion_association,adi_promotion_uid,Unique key to adi_promotion table
adi_promotion_association,association_type_cd,"The type of association (Company, Region, Branch, Customer)"
adi_promotion_association,association_type_id,The ID or value of the based on the association type
adi_promotion_association,company_id,Company ID for association types that are company specific
adi_promotion_association,created_by,User who created the record
adi_promotion_association,date_created,Date and time the record was originally created
adi_promotion_association,date_last_modified,Date and time the record was modified
adi_promotion_association,last_maintained_by,User who last changed the record
adi_promotion_buyget,adi_promotion_buyget_uid,Unique identifier for the table
adi_promotion_buyget,adi_promotion_uid,Unique key to adi_promotion table
adi_promotion_buyget,buy_quantity,The buy quantity needed to earn the promotion
adi_promotion_buyget,created_by,User who created the record
adi_promotion_buyget,date_created,Date and time the record was originally created
adi_promotion_buyget,date_last_modified,Date and time the record was modified
adi_promotion_buyget,free_quantity,The free quantity earned
adi_promotion_buyget,inv_mast_uid,The free item that is earned
adi_promotion_buyget,last_maintained_by,User who last changed the record
adi_promotion_buyget,max_free_quantity,The maximum free quantity that can be earned
adi_promotion_discount,adi_discount_pct,Percentage of the discount that ADI is responsible for
adi_promotion_discount,adi_promotion_discount_uid,Unique identifier for the table
adi_promotion_discount,adi_promotion_uid,Unique key to adi_promotion table
adi_promotion_discount,allow_cust_vendor_sc_flag,Allow Customer/Vendor special cost orders to still apply the discount
adi_promotion_discount,allow_item_sales_sc_flag,Allow Items with a sales special cost to still apply the discount 
adi_promotion_discount,allow_job_contract_flag,Allow job contracts to still apply the discount
adi_promotion_discount,created_by,User who created the record
adi_promotion_discount,date_created,Date and time the record was originally created
adi_promotion_discount,date_last_modified,Date and time the record was modified
adi_promotion_discount,discount_pct_source,"Used to calculate discount amount, one of C(purchase cost) or P(sales price)"
adi_promotion_discount,discount_type,Discount type (Amount or Percentage) for the promotion
adi_promotion_discount,discount_value,Value based on the discount type
adi_promotion_discount,inv_mast_uid,Discount Item used to apply to orders
adi_promotion_discount,last_maintained_by,User who last changed the record
adi_promotion_discount,max_discount_amount,Maximum Discount amount
adi_promotion_discount,min_order_amount,Minimum dollar amount before discount applies
adi_promotion_discount,vendor_discount_pct,Percentage of the discount that the vendor is responsible for
adi_promotion_group,adi_promotion_group_uid,Unique identifier for the table
adi_promotion_group,created_by,User who created the record
adi_promotion_group,date_created,Date and time the record was originally created
adi_promotion_group,date_last_modified,Date and time the record was modified
adi_promotion_group,last_maintained_by,User who last changed the record
adi_promotion_group,promo_group_code,Promotion Group Code
adi_promotion_group,promo_group_code_desc,Promotion Group Code Description
adi_promotion_group,row_status_flag,Status of the Promotion
adi_promotion_group_detail,adi_promo_group_detail_uid,Unique identifier for the table
adi_promotion_group_detail,adi_promotion_group_uid,FK for adi_promotion_group table
adi_promotion_group_detail,adi_promotion_uid,FK for adi_promotion table
adi_promotion_group_detail,created_by,User who created the record
adi_promotion_group_detail,date_created,Date and time the record was originally created
adi_promotion_group_detail,date_last_modified,Date and time the record was modified
adi_promotion_group_detail,last_maintained_by,User who last changed the record
adi_promotion_item,adi_promotion_item_uid,Unique identifier for the table
adi_promotion_item,adi_promotion_uid,Unique key to adi_promotion table
adi_promotion_item,company_id,Company ID for the Product Group
adi_promotion_item,created_by,User who created the record
adi_promotion_item,date_created,Date and time the record was originally created
adi_promotion_item,date_last_modified,Date and time the record was modified
adi_promotion_item,exclude_flag,Flag to indicate this is an exclusion type record
adi_promotion_item,inv_mast_uid,Unique identifier for inv_mast
adi_promotion_item,last_maintained_by,User who last changed the record
adi_promotion_item,max_quantity,Maximum quantity that can be discounted per item
adi_promotion_item,min_quantity,Minimum quantity required to be eligible for the promotion
adi_promotion_item,product_group_id,Product Group ID
